话题链接,话题内容,楼主ID,楼主昵称,楼主性别,发布日期,发布时间,转发量,评论量,点赞量,评论者ID,评论者昵称,评论者性别,评论日期,评论时间,评论内容
 , , , , , , , , , ,5944344001,SIRen静静,f,2022/07/11,00:00:34,㊗️姐夫生日快乐，两个人一直幸福（今天终于等到合照，虽然背影）
 , , , , , , , , , ,7389531204,沉迷这个琳,f,2022/07/11,00:00:27,0点卡点吃狗粮啦 祝姐夫生日快乐🎂
 , , , , , , , , , ,3990207581,双眼皮的琳亲,f,2022/07/11,00:00:15,祝你的男人生日快乐 + 求婚纪念日三周年快乐 你和你的男人要一直幸福下去
 , , , , , , , , , ,3112957597,算冰叔,f,2022/07/11,09:05:10,杨丞琳八字分析。癸水日主，以印当财来看，在年为大财，丙丁财为才华，用才华取财，偏财之地，典型的财多身弱的八字，大运看来丁火透干，一路走财官和食伤大运，都是很好的大运。流年一但给力便扶摇直上，一路食伤财官大运。
 , , , , , , , , , ,7357822669,最爱杨丞琳,f,2022/07/11,00:00:15,祝你的李先生生日快乐～身体健康❤️🌟
 , , , , , , , , , ,2305139962,胖嘟嘟的胖九丶,m,2022/07/11,00:00:11,姐夫生日快乐
 , , , , , , , , , ,1824780244,Stareblankly-,f,2022/07/11,00:00:17,姐夫生日快乐🎂
 , , , , , , , , , ,1626407433,Mon阿,m,2022/07/11,00:00:19,姐夫生日快乐
 , , , , , , , , , ,1733654745,我是Eaphy妃,f,2022/07/11,00:00:36,生日快乐！我的李老师！你们要幸福！
 , , , , , , , , , ,7509850858,丞迷于琳,f,2022/07/11,00:00:29,姐夫生日快乐
 , , , , , , , , , ,2830857365,老挝女婿,m,2022/07/11,00:01:41,夜宵不用吃了，饱了
 , , , , , , , , , ,6763782058,爱神丘比琳_,f,2022/07/11,00:00:31,祝哥生日快乐🎂
 , , , , , , , , , ,6988052531,T-iske,f,2022/07/11,00:01:36,祝你的李先生生日快乐～要开开心心～
https://m.weibo.cn/detail/4791449327504172,和好朋友噗噗再次相遇，一起寻找治愈的香气，愿我们都找到最简单的快乐  @野兽派花店#野兽派熊猫噗噗# ,2172061270,龚俊Simon,m,2022/07/15,11:00:03,"""100万+""",309974,2031379, , , , , , 
 , , , , , , , , , ,5494357907,火火爱吃炸鸡腿·,f,2022/07/15,11:00:12,🚨前方注意🌋🎇🛰🚸                           🌠这里是M1640号✨星际🌙飞船🛸☄️                ✨✨✨✨📣驾驶指令📣✨✨✨✨              🔭宇宙公主们开得好不好不重要🥺       🦋   俊俊开心最重要✨🌙耶耶你开心吗🐶😼
 , , , , , , , , , ,5494357907,火火爱吃炸鸡腿·,f,2022/07/15,11:00:18,𝟝▫️▫️🔴▫️▫️🔵▫️▫️▫️▫️▫️我ྀི 𝟙▫️🔴🔴🔴🔵🔵🔵▫️▫️▫️▫️们ྀི 𝟙▫️🔴🔴🔴🔵🔵🔵▫️▫️▫️▫️一ྀི 𝟚▫️▫️🔴🔴🔵🔵▫️▫️▫️▫️▫️直ྀི 𝟡▫️▫️▫️🔴🔵▫️▫️▫️▫️▫️▫️在ྀ
 , , , , , , , , , ,1997947465,清醒梦Ann,f,2022/07/15,11:00:20,好帅哦🥺
 , , , , , , , , , ,7758409593,我已经没有梗啦,f,2022/07/15,11:00:42,耶耶要注意防暑呀，多喝水多喝水多喝水！
 , , , , , , , , , ,1765114667,-南在北方,f,2022/07/15,11:00:08,今晚看直播
 , , , , , , , , , ,2275344610,据说我叫二万,f,2022/07/15,11:01:57,快乐！
 , , , , , , , , , ,6593997003,废话_加甜加辣,f,2022/07/15,11:00:37,好耶
 , , , , , , , , , ,7585514851,发光太阳俊俊,f,2022/07/15,11:02:38,老公崽崽宝贝俊俊亲亲
 , , , , , , , , , ,1918088523,邵小帅的美妆手账,f,2022/07/15,11:03:16,龚俊
 , , , , , , , , , ,7272290444,与龚俊热恋中,f,2022/07/15,11:02:57,俊味仙来啦🍄噗噗俊俊贴贴～
 , , , , , , , , , ,6428748311,西瓜雪糕冰阔落_,m,2022/07/15,11:01:39,爱你哟老公～勇敢耶耶，不怕困难🍄
 , , , , , , , , , ,6199649377,小小菇奶奶,f,2022/07/15,11:02:01,#野兽派代言人龚俊# 龚俊好帅@龚俊Simon
 , , , , , , , , , ,1957413567,李笑笑Jade,f,2022/07/15,11:01:02,来啦来啦！！！
 , , , , , , , , , ,6076954833,·龚喜发大财·,f,2022/07/15,11:00:32,我来啦
 , , , , , , , , , ,1632627535,神仙睫毛精sally,f,2022/07/15,11:02:58,太棒啦
 , , , , , , , , , ,7530720062,-一枕清梦-,f,2022/07/15,11:00:37,老公
 , , , , , , , , , ,1112064032,喜欢小俊宝,f,2022/07/15,11:01:14,老公
 , , , , , , , , , ,6088411805,柏酒浮春-,f,2022/07/15,11:03:32,俊味仙来啦
 , , , , , , , , , ,5693995332,起名字很让人头大,m,2022/07/15,11:00:08,老公！来啦！
 , , , , , , , , , ,3923972758,-永远的大白牙-,f,2022/07/15,11:00:08,老公晚上见！
https://m.weibo.cn/detail/4789359294026379,扫了一眼国际版新闻，我们最近干了这些事：*向饥荒中的斯里兰卡捐1万吨大米，满足该国110万学生6个月的需求。*向叙利亚捐了第二批100辆通勤巴士，帮助改善叙利亚人民生活。*向阿富汗地震灾民捐了紧急人道主义援助。*给埃塞俄比亚南部小学捐了清洁卫生用水设施。（看到小孩子们能为了喝上一口干净水这么高兴还是挺心酸的）*和埃及公司共同建造该国首个电气化轻轨交通。（埃及总统嘴角的笑都抑不住了）*承建的孟加拉国帕德玛大桥正式通车，这座桥对孟加拉人民来说意义重大，简直是全民乐疯的状态。（他们称之为“梦想之桥”，在桥上拥挤，奔跑，亲吻桥面。热烈狂欢庆祝）*中老铁路开通，以昆明中心辐射东南亚国家的陆上交通网开始形成，在东南亚引起不小震动。（物资运输成本大大降低，对我们西南地区和东南亚国家的发展都是利好）*（印尼雅万高铁主线开始铺设有砟轨道，他们看到了中老铁路的成功，认为这个项目由我们承建是最好的选择，所以他们也很高兴）感觉国内宣传力度很不足啊……好多事随口一问大家都不知道。不过读着这些还是会有“世界有变好一点点”的感觉。,1448495451,风息神泪,m,2022/07/09,16:35:00,45716,1259,210916, , , , , , 
 , , , , , , , , , ,1448495451,风息神泪,m,2022/07/10,20:42:13,图片评论
 , , , , , , , , , ,2573748241,云子要上天L,f,2022/07/09,16:36:50,宣传足了会有人说“自己的国民不管管别人”（我真的见过）
 , , , , , , , , , ,5193850388,未死闲人,m,2022/07/09,16:36:45,只要针对性的少看微博，世界也没那么糟糕
 , , , , , , , , , ,6581329166,白色猪脚,f,2022/07/09,16:36:44,因为我们是去建设，不是去破坏，不是嘴上说着和某国人民站在一起，结果弄得这个国家人民妻离子散，颠沛流离。
 , , , , , , , , , ,2170443270,树深时见六,f,2022/07/09,16:37:20,第一万次质疑，我们有宣传部么？
 , , , , , , , , , ,2105295803,黑猫的小九尾,f,2022/07/09,16:38:52,用我脑回路不正常的形容词形容下就是，咱爹真的好爱救风尘
 , , , , , , , , , ,2142664340,我只是小猫咪而已,f,2022/07/09,17:03:20,我之前看视频，兔子在非洲严重缺水的地区打了好多井，极大改善了当地居民用水困难的问题，但是吧那些居民就一直打开水龙头让水不停地流，拿水来玩，一点也不珍惜，我一个长在河边的人从小都知道节约用水，看着干净的水被大量浪费真的心疼
 , , , , , , , , , ,5235062104,浅田夜陵QAQ,m,2022/07/09,16:37:46,蓝星最强圣母——雷霆力量，菩萨心肠
 , , , , , , , , , ,6910945220,要学绝世武功就来功夫学园,m,2022/07/09,16:40:23,“人家说了再做，我是做了再说。”“人家说了也不一定做，我是做了也不一定说。”
 , , , , , , , , , ,2616880352,酿酒冂酒酿,m,2022/07/09,17:45:55,帕德玛大桥他们在推上都乐疯了，我还收了一张图，他们嘲讽说没有世界银行我们也干成了。
 , , , , , , , , , ,2973935411,CQLLL0,f,2022/07/09,16:37:19,我兔真的是在认真推动构建人类命运共同体
 , , , , , , , , , ,1107646131,天使陪在我身边,f,2022/07/09,16:36:41,感觉我的祖国就是负重前行的那个
 , , , , , , , , , ,5866663513,深深浅浅沉沉浮浮,f,2022/07/09,16:39:22,帕德玛大桥开通的视频特别感动！不仅有汽车，还有那么多摩托车上桥，一座大桥的落成，从此可以跨越横亘在两岸的河流。
 , , , , , , , , , ,1608005370,无糖欧包,f,2022/07/09,18:55:33,斯里兰卡挺平和一个国家被搞成这样，哎。另外小声的说一句，我国很多眼角膜是来自于这个国家的遗体捐献。14年他们给全世界捐献的2000多个眼角膜就有1000个用于我国眼病患者。总之希望他们能渡过此劫。🙏
 , , , , , , , , , ,7327577711,渭北北北,f,2022/07/09,16:37:44,瓷器国去哪搞基建都一股瓷味儿车厢那个铁凳子真是梦回楼下二号线
 , , , , , , , , , ,3487114374,看我眼色行事噶,m,2022/07/09,16:52:37,我还是看台湾的政论节目才知道的……
 , , , , , , , , , ,1807859332,思月秋水,f,2022/07/09,16:37:55,为解放全人类而努力奋斗，她一直在做
 , , , , , , , , , ,1635627784,芝心年糕酸辣粉,f,2022/07/09,16:45:22,前两天刚看到斯里兰卡总理宣布国家破产的新闻，今天就看到兔子伸手帮忙了
 , , , , , , , , , ,2656596065,阿蓝的小园,f,2022/07/09,16:39:41,兔子🐰太低调了，也看得出来我们的宣传是真的不行
 , , , , , , , , , ,6130371008,欢迎您来啦,m,2022/07/09,16:39:30,国内媒体忙着反思呢
https://m.weibo.cn/detail/4790879782439875,【#泰国性犯罪者可化学阉割换减刑#】一个小调查，你们支持对性犯罪者实施化学阉割吗？评论区留下你的看法  网页链接 ,1323527941,Vista看天下,m,2022/07/13,21:16:53,146,92,111750, , , , , , 
 , , , , , , , , , ,2674368371,aDizzyCommander,f,2022/07/13,21:18:07,我甚至觉得应该物理阉割
 , , , , , , , , , ,6885844610,月曦浅灼,m,2022/07/13,21:39:02,为什么要减刑，应该在现有刑罚上增加化学阉割
 , , , , , , , , , ,7406250940,我在烟云深处等你,f,2022/07/13,21:40:43,不赞成的估计都是男性
 , , , , , , , , , ,5876473764,Seriously4,m,2022/07/13,21:20:53,但是我怀疑被化学阉割的人会出于生理焦虑而增大再次犯罪的可能性
 , , , , , , , , , ,6186166931,谜拟Q转正了吗,m,2022/07/13,21:19:09,让他们破物防吧
 , , , , , , , , , ,2013018291,_你在神以西,f,2022/07/13,22:27:31,还有1500个人不同意哎
 , , , , , , , , , ,6400928907,曲径红叶,m,2022/07/13,22:02:05,没收作案工具正常啊
 , , , , , , , , , ,1619787425,坚持锻炼身体放松心情,m,2022/07/13,21:18:45,物理阉割换减刑，我同意。
 , , , , , , , , , ,3820903743,猫小喵5号,m,2022/07/14,08:02:07,就地枪决
 , , , , , , , , , ,1866312761,子夜时分鬼唱歌,m,2022/07/13,21:19:23,请务必大力推广
 , , , , , , , , , ,1608594897,雾林魅影,m,2022/07/14,07:40:15,做完了是没有性欲还是没有生育能力呢？如果是前者，还能起到作用。如果是后者就没啥用。不过其实就算是前者，人的心理也容易发生扭曲，很大程度上会提升再次犯罪的可能性。根本解决方式还是得从心理学的角度进行治疗，以及劳动改造
 , , , , , , , , , ,2835600203,罗蓓1012,f,2022/07/14,00:02:24,化学阉割怎么阉。化学阉割和物理阉割的区别是什么。能不能保证以后犯不了罪，没有工具了，其他行为也不能有那种
 , , , , , , , , , ,2097095307,红鲤鱼与绿鲤鱼与驴啊啊啊,m,2022/07/13,21:31:50,不支持，因为现在只能男的强奸，不能女的强奸，太吃亏了
 , , , , , , , , , ,2167445994,幽蓝-_-z,f,2022/07/14,12:03:56,化学不是可恢复么？那可不行啊
 , , , , , , , , , ,1252931333,施工图修改最最最最最终版,f,2022/07/13,23:54:32,化学后，他心里就不想吗？他不会更变态的犯罪吗？
 , , , , , , , , , ,7085332086,杨锐光的微博,m,2022/07/13,23:33:46,推广
 , , , , , , , , , ,5983085983,压索小清新,m,2022/07/13,23:15:23,非男性没有发言权
 , , , , , , , , , ,2460759701,hi卓灏,f,2022/07/13,23:12:10,化学阉割其实也可以，比起物理这种短痛，用用什么浓硫酸啊让他长痛也是很好的选择
 , , , , , , , , , ,7747876046,慎行s_,f,2022/07/13,22:58:59,可能会有反效果，就怕会变本加厉
 , , , , , , , , , ,1688147372,小袋鼠躲猫猫,f,2022/07/13,22:04:07,建议引进并且强制执行
https://m.weibo.cn/detail/4789261150980806,#余生请多指教# 没看过瘾？@X玖少年团肖战DAYTOY 喊你#和深深一起追剧# 啦7月13日下午剧场播出顾魏和你不见不散 深圳卫视的微博视频 ,1645773865,深圳卫视,m,2022/07/09,10:05:01,84718,33395,422997, , , , , , 
 , , , , , , , , , ,2578154045,x论持久战,f,2022/07/09,10:05:52,余生请多指教又来啦！！！！！深深又要一起喝下午茶看顾魏啦
 , , , , , , , , , ,5850457719,心碎却着迷,f,2022/07/09,10:06:58,啊啊啊啊啊啊啊7月13日深圳卫视下午剧场，《余生请多指教》肖战顾魏和你继续不见不散！一户一魏，安排到位！！！
 , , , , , , , , , ,3616299047,哇塞兔子,f,2022/07/09,10:06:11,又可以看到顾魏医生了
 , , , , , , , , , ,2874656304,橙色_兔飞侠DAYTOY,f,2022/07/09,10:06:35,顾魏又见面啦
 , , , , , , , , , ,1768326030,-李小抽一起抽-,f,2022/07/09,10:07:27,哇塞又是我们顾魏
 , , , , , , , , , ,7385921812,化作星星守护你_,f,2022/07/09,10:05:26,嗷嗷嗷哦顾魏我来了
 , , , , , , , , , ,2292191994,踩着梦的小月亮,f,2022/07/09,10:07:25,啊啊啊啊啊啊又可以看顾魏了！不见不散！！！
 , , , , , , , , , ,5645545594,春风吹右右生,f,2022/07/09,10:06:11,啊啊啊啊啊啊顾魏来了
 , , , , , , , , , ,6361815143,Lianna李小咕,m,2022/07/09,10:06:33,又可以看顾魏了 期待
 , , , , , , , , , ,6361815143,Lianna李小咕,m,2022/07/09,10:05:39,哈哈哈 还有 顾魏我来了
 , , , , , , , , , ,6197683443,墨染肖如玉·公子战無双,f,2022/07/09,10:06:40,顾魏，不见不散
 , , , , , , , , , ,2578154045,x论持久战,f,2022/07/09,10:05:15,早上好呀！！看到帅气的肖战我又充满了力量
 , , , , , , , , , ,7222345911,悄悄韵羡,f,2022/07/09,10:06:53,顾医生！我又来和你谈恋爱啦！
 , , , , , , , , , ,3616299047,哇塞兔子,f,2022/07/09,10:05:37,7月13日下午剧场播出，顾魏和你不见不散
 , , , , , , , , , ,6571295178,你该美丽中带着刺,m,2022/07/09,10:09:19,我们余生请多指教又又又上星了！！！记得来深圳卫视追剧了！！！这个盛夏也属于顾医生，神仙男友国产男主天花板顾魏来了#肖战顾魏#
 , , , , , , , , , ,2292191994,踩着梦的小月亮,f,2022/07/09,10:08:56,余生有你不负遇见7月13日下午剧场播出顾魏和你不见不散@X玖少年团肖战DAYTOY
 , , , , , , , , , ,1783199470,呆桃燚,f,2022/07/09,10:08:04,7月 13日 下午剧场！来和顾魏谈恋爱吧！
 , , , , , , , , , ,1822716323,Lyrosky,f,2022/07/09,10:05:56,真的吗？那可太期待了，顾魏顾魏
 , , , , , , , , , ,5510024580,眼角边的泪m,f,2022/07/09,10:05:56,又可以看顾魏医生了
 , , , , , , , , , ,5205702031,饲兔姐姐1005_zz,f,2022/07/09,10:07:08,又可以看顾魏了
https://m.weibo.cn/detail/4791424790299131,【#女孩婚后被老公喂胖至300多斤#】 坐车压爆轮胎，睡觉压塌床板！90后浙江女孩结婚10年，体重胖至300多斤，平时走路要人扶，睡觉姿势摆不正，连上厕所都要别人帮忙。节食、运动、针灸、火疗，各种减肥方法都试过，但都以失败告终。 #超级肥胖症该怎么减肥#？  39健康网的微博视频 ,1648953020,39健康网,m,2022/07/15,09:22:33,4205,16628,296109, , , , , , 
 , , , , , , , , , ,1403383572,向往猫的生活333,m,2022/07/15,09:50:00,#女孩婚后被老公喂胖至300多斤# 会一直报道么，真想看他瘦下来
 , , , , , , , , , ,1147938162,失眠飞行症患者,f,2022/07/15,10:59:52,感觉她胖了以后老公的眼神还是很爱她的，这才是真爱吧，不管胖瘦生病与否。（当然不是说提倡这样，而是说能看出老公对她确实是真爱）
 , , , , , , , , , ,2090584637,W野云孤飞,m,2022/07/15,09:36:03,300多斤。。。这是我无法想象的体重
 , , , , , , , , , ,2204123923,晓江医生,m,2022/07/15,10:56:56,花花的手术是我跟吴主任一起完成的，还记得手术完成的那一刻吴主任长舒了一口气，上一次这么紧张还是当年上CCTV采访报道的时候。
 , , , , , , , , , ,2480158715,Tatjana78,f,2022/07/15,09:36:40,#女孩婚后被老公喂胖至300多斤# 还是要控制幸福胖鸭
 , , , , , , , , , ,5523429749,复杂菲利克斯,m,2022/07/15,10:09:55,无语，这真的是爱吗，难以理解
 , , , , , , , , , ,5443613464,哈哈哈哈哈快笑岔气,f,2022/07/15,10:53:14,什么仇什么怨
 , , , , , , , , , ,3442838932,Kant安妮,f,2022/07/15,10:50:45,我觉得吧 我不是阴谋论 真的 但是事实胜于雄辩
 , , , , , , , , , ,2567256823,一分钟度过一生,f,2022/07/15,11:03:47,羡慕女孩心态这么好我去年胖了好多特别焦虑，今年夏天还没到就每天跑步拿个瘦身仪刷腿和肚子瘦下来了才停止，如果我胖成这样我真的会很难受多少吃的也不管用。。
 , , , , , , , , , ,1177610385,花生溏,f,2022/07/15,12:29:50,这个就是真爱吗？看着亲人一点点变的更糟糕还是自己亲手做的就感觉很诡异我宁愿不要这样的爱，我本身是一个很要强的女孩，暑假前因为要去拍全家福，我提前一个月每天喝酸奶就成功瘦下来30多，现在很多工作对女生的身材要求都很苛刻的，说难听点不就是害了女生一辈子嘛
 , , , , , , , , , ,7008433771,娜扎甜剧gkd,f,2022/07/15,11:00:14,另一种高级的杀妻 能别报道的貌似温馨吗？这是在让她尽快的离开罢辽
 , , , , , , , , , ,7628867615,不惑之年的大叔叔,m,2022/07/15,10:54:55,这是害人家吧
 , , , , , , , , , ,2483651894,亦鋆业已成年,m,2022/07/15,11:00:09,自己吃胖的 什么叫老公喂胖的 就尼玛离谱 自己不要吃别人还逼着她吃了吗？ 本身就是肥胖体质加上饮食不节制罢了
 , , , , , , , , , ,1751190925,Summer欣欣子,f,2022/07/15,11:03:38,曲线杀妻吗？
 , , , , , , , , , ,1087147471,只希望我的宝贝好起来,f,2022/07/16,01:55:07,不管生活有多难 都要坚持下去儿子在医院危在旦夕，人生才刚刚开始啊，每次医院催交费时信用卡透支，两个口袋空空如也，别提这心里啥滋味了如果可以一命抵一命，天堂的门口已经站满了排队的爸妈，帮我救救我的孩子，给孩子一次重生的机会🙏我实名了公益平台放在微博了，涅槃重生，此恩永记。
 , , , , , , , , , ,2207708485,Jennifer·金卢,f,2022/07/15,10:59:13,感觉更像是一种变相谋杀
 , , , , , , , , , ,6311818516,话很多的小关,f,2022/07/15,11:01:18,国外有一种人，就是把自己的恋人喂的很肥胖，让她（他）离不开自己，来满足自己的变态的心理，好像是叫恋肥癖？
 , , , , , , , , , ,5990850188,蒹葭苍苍lucky,f,2022/07/15,11:03:24,这真的是爱她吗……无法理解
 , , , , , , , , , ,2068209855,安仔Chen,m,2022/07/15,11:19:06,这不是爱，这是害。。。
https://m.weibo.cn/detail/4791514485752930,原来九九乘法表不是全球通用的～#原来九九乘法表不是全球通用# 我与老公的日常的微博视频 ,2995631244,我与老公的日常,m,2022/07/15,15:18:58,11612,6224,167624, , , , , , 
 , , , , , , , , , ,2995631244,我与老公的日常,m,2022/07/15,15:21:31,来源
 , , , , , , , , , ,1861857057,堂瑜珈,m,2022/07/15,15:43:21,别坐井观天了，出去读两天大学吧，中国人数学好那是公认的，但是都2022年了，没哪个教授还对你九九乘法表感到惊奇，早都见怪不怪了，而且周围同学数学也很好，离不开计算器的那是底层低学历人民
 , , , , , , , , , ,5821823124,都市累人小李,m,2022/07/15,15:25:45,one one de one属实拗口
 , , , , , , , , , ,6339221510,徐小乐199503,f,2022/07/15,16:18:22,九九乘法表本身就是中国发明的
 , , , , , , , , , ,5792102475,Ms自制力不够用,f,2022/07/15,15:41:53,你以为谷爱凌为啥三岁会乘法呢 就是北京的姥姥教她背了乘法口诀
 , , , , , , , , , ,5403473611,_吃颗糖就不苦了,f,2022/07/15,18:49:38,哈哈哈哈哈 来中国过淘宝618能玩死他们
 , , , , , , , , , ,6637400427,Amber·H,f,2022/07/15,18:18:51,那为什么国外科学比国内厉害呢，就比如航天下海啥的
 , , , , , , , , , ,2860969952,9527米兰,m,2022/07/15,18:29:25,所以呢，我们就出了很多得诺奖数学家嘛
 , , , , , , , , , ,2630906071,Lily要晒太阳,f,2022/07/15,15:39:34,外国人还不会用手比1-10呢上语言班时美国老师让所有中国学生比划了一遍1-10，我永远忘不了外国同学惊讶的眼神！！
 , , , , , , , , , ,3824090639,井坠寒橘柚,m,2022/07/15,16:55:39,其实，我们的九九乘法表是一种偏向记忆的形式化内容，（不是说它不好）博主展示的系主任算法是从为什么这样乘的原理而来的，所以各有侧重。如果是主张迅速简洁，肯定是我们厉害，如果是讲求为什么和原理——稍微的知其所以然，那么大阴帝国的还不错。
 , , , , , , , , , ,1827505974,桦了一娇,f,2022/07/15,16:10:13,那里是银时空吧！
 , , , , , , , , , ,7278677222,九弟201908,m,2022/07/15,18:30:49,关键中国艺人也不会九九乘法表！
 , , , , , , , , , ,3846847827,给口肉吃嘛,f,2022/07/15,18:27:21,那为什么英美他们的数学家还是那么多
 , , , , , , , , , ,1490995357,-云在水流-,m,2022/07/15,19:02:20,九九乘法表朗朗上口一大原因是汉语数字一字一音。有些语言里数词发音复杂，显然不适合九九乘法表。
 , , , , , , , , , ,6430856513,瑶兮_Smiley,f,2022/07/15,19:18:13,其实这种竖线算法也是最早，起源中国，有书籍可以证明的，但是dbq我菜忘记哪本书了
 , , , , , , , , , ,1607860443,蓝色百合_,f,2022/07/15,18:02:32,赶紧申遗
 , , , , , , , , , ,5892194686,香辣鸡翅尖上架了没有,f,2022/07/15,17:13:43,99*98=9800-98=9702
 , , , , , , , , , ,5122541247,泡馥大盜,f,2022/07/15,16:24:02,原来原价3.59折后3.99是真的存在的啊哈哈哈我以为只有作业考试的时候算错才存在
 , , , , , , , , , ,5232949232,小琳子cxl,f,2022/07/16,00:55:25,中国的数学一直是领先的，只是我们的科研晚发展了一百多年，导致我们的数学没有很好用在科研上，这几十年才慢慢赶上来
 , , , , , , , , , ,6631030678,初一流火,f,2022/07/15,16:28:35,那九十九乘九十九得麻烦
https://m.weibo.cn/detail/4789987198110377,以影像为帆，和创作者并肩，很荣幸成为#FIRSTFRAME第一帧#单元年度推介人，见证入选2022年FIRST FRAME片单的9部作品，很开心能与这些发光的未来力量站在一起，让鲜活的影像抵达更广阔人群。#FIRST青年电影展# ,5492443184,UNIQ-王一博,m,2022/07/11,10:10:04,"""100万+""",332848,1692646, , , , , , 
 , , , , , , , , , ,1865909883,八时零五,f,2022/07/11,10:10:31,哥哥好帅啊
 , , , , , , , , , ,2794157404,王一宝2086,f,2022/07/11,10:10:43,宝贝
 , , , , , , , , , ,7464851260,纵是黑夜也满路长灯明,f,2022/07/11,10:10:49,王一博♡ 即使有一天我的周遭全部褪色，也依旧有你这颗星星浪漫干净，闪烁月在我身上@UNIQ-王一博
 , , , , , , , , , ,2522391383,YIBO·9785,f,2022/07/11,10:11:17,老公老公老公老公
 , , , , , , , , , ,5038170754,CICI-M小姐,f,2022/07/11,10:10:09,宝贝今天晚上邀请你去赏月呀，带你你去看咱俩的两情相悦
 , , , , , , , , , ,6060658738,红孩儿er先生的蓝二夫人·,f,2022/07/11,10:10:10,老公贴贴！
 , , , , , , , , , ,7623299387,会是你的铠甲,f,2022/07/11,10:10:56,超想你，一博会去现场吗
 , , , , , , , , , ,6342003294,Lynn流萤,f,2022/07/11,10:11:02,哥哥，好期待呀
 , , , , , , , , , ,2180438781,你的好物分享菌,f,2022/07/11,10:12:07,想你想你想你
 , , , , , , , , , ,7494562842,85号耶啵耶啵哒,f,2022/07/11,10:12:43,哦哦哦哦！！！
 , , , , , , , , , ,5507209535,云飞舞云飞扬,f,2022/07/11,10:10:12,期待你的电影作品
 , , , , , , , , , ,2206388695,不可能的我可能,m,2022/07/11,10:12:01,王一博想你一次，好像星星就多了一颗的样子
 , , , , , , , , , ,7303612698,一眼万年只因是你,f,2022/07/11,10:11:57,早安，宝贝
 , , , , , , , , , ,7309865193,佰佰佶,m,2022/07/11,10:12:28,好棒！一起期待
 , , , , , , , , , ,1745011954,属牛的猪豹豹,m,2022/07/11,10:12:15,王一博
 , , , , , , , , , ,5605137331,大大大大大笑脸,f,2022/07/11,10:12:27,好期待啊啊啊！
 , , , , , , , , , ,5038170754,CICI-M小姐,f,2022/07/11,10:10:18,这世界上有五种风 台风 龙卷风 北风 东风 还有王一博一如既往的玉树临风
 , , , , , , , , , ,6060658738,红孩儿er先生的蓝二夫人·,f,2022/07/11,10:10:14,想你啊，啊，啊！
 , , , , , , , , , ,5985345072,酷YiBo,f,2022/07/11,10:10:11,宝贝！
 , , , , , , , , , ,6148621116,月亮哪有王甜甜可爱,m,2022/07/11,10:10:11,宝贝
https://m.weibo.cn/detail/4789252342680530,【#打耳洞都怕疼的姑娘为同学挡了8刀#】“我们俩都活着，就是最好的结局”…2019年3月10日晚，崔译文为了保护同学，身中8刀，凶手逃走后，她一边帮同学止血，一边给辅导员打电话。崔译文在ICU抢救了3天才转危为安。当兵28年的硬汉父亲看见遍体鳞伤的女儿时都忍不住落泪，可崔译文还一个劲安慰父母，并说“如果再选一次，我还是会冲上去。”2022年，她获得了“全国向上向善好青年”荣誉称号。她还在家乡浙江宁波奉化成立志愿服务队，“之前的人生已经归零，划上了句号。接下来要有新的开始，要更加努力、积极向上为社会作出更大的贡献”。#正能量计划#（共青团中央）一个打耳洞都怕疼的姑娘，为同学挡了8刀…… 人民网的微博视频,2286908003,人民网,m,2022/07/09,09:30:01,17545,10181,487629, , , , , , 
 , , , , , , , , , ,1712171725,小扣不想有烦恼,f,2022/07/09,21:33:18,这个姑娘真的太勇敢太伟大了，敬佩！，愿你余生平安健康幸福，一切顺利！
 , , , , , , , , , ,2438314183,叮当雅820426,f,2022/07/09,21:41:25,孩子你太棒了但还是希望你能先保护好自己
 , , , , , , , , , ,2952095660,许我热烈且真挚,f,2022/07/09,20:30:39,“都活着就是最好的结局”
 , , , , , , , , , ,6681637975,佛前敬上一柱香,f,2022/07/09,20:30:36,这个我不赞的话，我都觉得我良心不安，姑娘你是真的仙女，
 , , , , , , , , , ,2210495362,fionakira,f,2022/07/09,21:00:28,勇敢的姑娘，被救的姑娘也很棒，不像江歌那么惨，哎！
 , , , , , , , , , ,2173486921,许妙喵,f,2022/07/09,20:37:49,想起了江歌
 , , , , , , , , , ,7661713282,最美送行者,f,2022/07/09,21:24:59,唐山被打的女孩们呢？大家都忘了吧
 , , , , , , , , , ,2516278550,XXSS_Trytosleepearly,f,2022/07/09,20:15:30,好勇敢…希望歹徒能重判
 , , , , , , , , , ,6393446561,三里sunny,f,2022/07/09,20:38:31,犯罪成本太低了
 , , , , , , , , , ,1625905145,奈何我仍是我,m,2022/07/09,20:26:10,//@方圆500里的西瓜:这是真的军二代吧，比那些所谓的“红二代”强多了
 , , , , , , , , , ,6084073955,小言言心里都是羊,f,2022/07/09,21:04:47,敬佩
 , , , , , , , , , ,2534663370,肖战说要和王一博来日方长,m,2022/07/09,20:12:51,太勇敢了！佩服！然后凶手呢？
 , , , , , , , , , ,3668884001,我叫孟知意啦,f,2022/07/09,20:12:26,真的很勇敢 但不要鼓吹这种行为啊 有危险快点儿跑 能跑多快跑多快
 , , , , , , , , , ,7472572652,你得先是个人,f,2022/07/09,20:29:43,她真的太勇敢了！
 , , , , , , , , , ,7007952535,夹心饼干永远最爱,m,2022/07/09,21:41:34,支持死刑
